id,priority,creationDate,expirationDate,targetPort,sequence,content
0c499909-4245-49f7-8a92-d1847aad33fb,2,2026-05-05T20:19:37.381363700Z,2026-05-06T20:19:37.381363700Z,ef6f36da-53b0-4ef2-9cd7-6930ecf2daee,133,Cliente recusou produto
5ad55bbd-b1bf-47b2-b1ce-0bba872ef63c,3,2026-05-05T20:20:37.381363700Z,2026-05-06T20:20:37.381363700Z,e09e632e-3168-4601-8431-04e942a6a8a8,134,Veículo apresentou falha mecânica
733d1a0e-e454-4612-866a-fcad6bca0e6d,4,2026-05-05T20:21:37.381363700Z,2026-05-06T20:21:37.381363700Z,58f1b8ce-15e0-470c-9744-99fe14aafd30,135,Entrega realizada com sucesso
d1819a8d-f9e5-4387-8960-8e7cbb26362d,0,2026-05-05T20:22:37.381363700Z,2026-05-06T20:22:37.381363700Z,0a1c6366-d4ff-49e7-a787-cd306d4cf66b,136,Atraso na entrega
1c771689-ebf4-46a9-9f38-2354bd4d1058,1,2026-05-05T20:23:37.381363700Z,2026-05-06T20:23:37.381363700Z,70352a82-3ee5-46e0-b6b7-80fe5466b1f7,137,Rota alterada
c82997ca-290a-4f5f-af12-a7db000e4ad6,2,2026-05-05T20:24:37.381363700Z,2026-05-06T20:24:37.381363700Z,e51d3b73-634d-4475-8330-1e6933074047,138,Parada não programada
32dd8d1a-febf-4602-9df6-11e4ba6ff836,3,2026-05-05T20:25:37.381363700Z,2026-05-06T20:25:37.381363700Z,56d0a139-fd77-4646-85b5-0f0cd6f21cc0,139,Documento fiscal emitido
e5e2209c-1b1d-450d-be1b-713224a85bf7,4,2026-05-05T20:26:37.381363700Z,2026-05-06T20:26:37.381363700Z,61328ef5-3f7c-48b0-ae18-1511e411de63,140,Carga danificada
6cd19872-d037-4b10-956a-b9c6cc71643b,0,2026-05-05T20:27:37.381363700Z,2026-05-06T20:27:37.381363700Z,d631f37c-ecc7-4e92-9a37-af87a843c5e8,141,Início de viagem
52060afb-0a0a-4cae-b703-6e9b44607822,1,2026-05-05T20:28:37.381363700Z,2026-05-06T20:28:37.381363700Z,58473bf7-c59f-4e35-b120-8b76be7b9016,142,Fim de viagem
60762264-9c8f-45fb-99f3-f80975982f19,2,2026-05-05T20:29:37.381363700Z,2026-05-06T20:29:37.381363700Z,59c74d5e-295b-448d-907e-8f8836bc7be5,143,Cliente recusou produto
df80417d-6fd1-45f0-ad54-5e2ed83dc742,3,2026-05-05T20:30:37.381363700Z,2026-05-06T20:30:37.381363700Z,88ce72f4-1495-416a-97d3-4853db097a35,144,Veículo apresentou falha mecânica
a5dbf24a-f522-450e-90dd-5119fb89406f,4,2026-05-05T20:31:37.381363700Z,2026-05-06T20:31:37.381363700Z,b3afda8f-a0c7-4954-8e16-c19fe5a13444,145,Entrega realizada com sucesso
86eb7be3-8bff-44f1-9537-ba737cf96ce1,0,2026-05-05T20:32:37.381363700Z,2026-05-06T20:32:37.381363700Z,fdbe6c49-8621-4232-bfdb-eb72b9137d03,146,Atraso na entrega
965c9af6-34b8-47ac-975f-1d913c37289f,1,2026-05-05T20:33:37.381363700Z,2026-05-06T20:33:37.381363700Z,8b1fdcd2-fe1c-4137-a93b-5cf46a588484,147,Rota alterada
f81fd6e9-d762-4e06-9298-dab70d54ffa3,2,2026-05-05T20:34:37.381363700Z,2026-05-06T20:34:37.381363700Z,c6952549-d66e-4914-b762-3b61855739fb,148,Parada não programada
10239047-0874-4f5f-a621-3256e20eba6c,3,2026-05-05T20:35:37.381363700Z,2026-05-06T20:35:37.381363700Z,d693a43a-48a2-4783-8af8-b64c57f5ed68,149,Documento fiscal emitido
99fb62c2-087c-4c70-a78c-64f6154251a4,4,2026-05-05T20:36:37.381363700Z,2026-05-06T20:36:37.381363700Z,720a1819-05f7-469d-a397-03f01be96dca,150,Carga danificada
dbf5aa7c-3cf0-45d4-8a0d-2c4bca0d33a2,0,2026-05-05T20:37:37.381363700Z,2026-05-06T20:37:37.381363700Z,5718360d-027f-47e8-9e42-dc16d4f7072e,151,Início de viagem
b0bfb741-1c20-481f-9966-ffee24a8e9b7,1,2026-05-05T20:38:37.381363700Z,2026-05-06T20:38:37.381363700Z,17bef0e6-8ac7-4433-85fc-9b13beeeb96a,152,Fim de viagem
1b02fc16-acbc-4b75-996a-1fd017f01299,2,2026-05-05T20:39:37.381363700Z,2026-05-06T20:39:37.381363700Z,9e9816f5-08e0-4e48-ba67-a4557d6b35d8,153,Cliente recusou produto
1e5ac8e8-3dff-4d70-b018-b671cf748c91,3,2026-05-05T20:40:37.381363700Z,2026-05-06T20:40:37.381363700Z,54d5cb64-80c0-4f73-a85f-20f83a85f002,154,Veículo apresentou falha mecânica
0a3a65a5-50f9-4bd7-9c3e-d408936f8ae9,4,2026-05-05T20:41:37.381363700Z,2026-05-06T20:41:37.381363700Z,17da7a4a-b7f0-40c7-a733-e3b904b26dc3,155,Entrega realizada com sucesso
037e8776-8f9b-4d82-843f-5eea57cafeef,0,2026-05-05T20:42:37.381363700Z,2026-05-06T20:42:37.381363700Z,a90c85f4-84c1-4d74-a2b8-a24f91159589,156,Atraso na entrega
596d7fc7-26d3-489f-b76f-9a6bbef79468,1,2026-05-05T20:43:37.381363700Z,2026-05-06T20:43:37.381363700Z,aeb7ab6a-07aa-4e6e-9564-be969ab5029e,157,Rota alterada
62d97f71-013f-4c7f-ae5f-cf4afb0dd93a,2,2026-05-05T20:44:37.381363700Z,2026-05-06T20:44:37.381363700Z,59a99aec-c497-4521-abca-7a07c0e8ba00,158,Parada não programada
2cdbdef6-44ca-43c8-aa5d-d1d5500a5aa9,3,2026-05-05T20:45:37.381363700Z,2026-05-06T20:45:37.381363700Z,bb9fd31c-08f2-4730-a487-f7e779dda4b4,159,Documento fiscal emitido
e59cc70f-e1b2-497f-a3c6-157a5c386e56,4,2026-05-05T20:46:37.381363700Z,2026-05-06T20:46:37.381363700Z,d734da49-04d4-4c46-aee2-ff7de1301d45,160,Carga danificada
094413bd-ab21-4483-8c4f-eb7a83aa9044,0,2026-05-05T20:47:37.381363700Z,2026-05-06T20:47:37.381363700Z,b5550c67-24d0-40ec-9ec1-5d3494e552a0,161,Início de viagem
83637d37-4425-4c8f-bb27-c16049b33b3f,1,2026-05-05T20:48:37.381363700Z,2026-05-06T20:48:37.381363700Z,aab83bfc-026f-4dd8-a844-937b18b0c241,162,Fim de viagem
4ea5c966-7f72-466b-8ebc-fc8ccbdb6189,2,2026-05-05T20:49:37.381363700Z,2026-05-06T20:49:37.381363700Z,fc6823fb-aee2-44e5-a7bc-f03dca82a1fc,163,Cliente recusou produto
9da5ca7f-2452-46f5-a338-f2a7be0e930c,3,2026-05-05T20:50:37.381363700Z,2026-05-06T20:50:37.381363700Z,9f28f53c-0615-40da-91a1-b0adc43abf03,164,Veículo apresentou falha mecânica
d883de52-51ad-49c6-8446-befce35fca23,4,2026-05-05T20:51:37.381363700Z,2026-05-06T20:51:37.381363700Z,bb44e4dc-cefa-4836-b67b-61f09089cda8,165,Entrega realizada com sucesso
a24a8e18-bbf4-4f64-8b16-407511bf2228,0,2026-05-05T20:52:37.381363700Z,2026-05-06T20:52:37.381363700Z,e3186652-d240-44fc-88f1-74c63791b42b,166,Atraso na entrega
cb315bfc-c0fd-4703-b41d-85987e4ecafc,1,2026-05-05T20:53:37.381363700Z,2026-05-06T20:53:37.381363700Z,223a4a08-08f4-4750-a7e1-2ad2f40c8e07,167,Rota alterada
1c8ce4b0-aa01-448d-b155-49a419447182,2,2026-05-05T20:54:37.381363700Z,2026-05-06T20:54:37.381363700Z,22f47112-f2cc-442c-9142-fc0b06b873a0,168,Parada não programada
921292a1-229f-4464-ac79-437a47d938b6,3,2026-05-05T20:55:37.381363700Z,2026-05-06T20:55:37.381363700Z,aadd32f2-4d03-406d-be5a-e38e05bfc01f,169,Documento fiscal emitido
96c1ab83-eff7-4769-8326-4c1ad4b0c2c0,4,2026-05-05T20:56:37.381363700Z,2026-05-06T20:56:37.381363700Z,19309871-fc35-42fa-8760-2a2b8532e14b,170,Carga danificada
5c3449ac-fdbc-477c-aaa5-9e5ee8bea3b9,0,2026-05-05T20:57:37.381363700Z,2026-05-06T20:57:37.381363700Z,002f0e37-37cb-446d-9f39-19f31f2025b4,171,Início de viagem
944871a5-e7e6-4daa-a9b3-5ff098868c15,1,2026-05-05T20:58:37.381363700Z,2026-05-06T20:58:37.381363700Z,de557e5e-7009-4936-b3d0-0b7b316e9152,172,Fim de viagem
0f7b638c-218d-4fa9-b8c4-9d943d580152,2,2026-05-05T20:59:37.381363700Z,2026-05-06T20:59:37.381363700Z,f8d33e1e-f3a9-4d97-95c2-db5c6e53800f,173,Cliente recusou produto
71184823-4996-4f7d-b65d-50666c1236a9,3,2026-05-05T21:00:37.381363700Z,2026-05-06T21:00:37.381363700Z,2ba7174f-3a6f-4e5d-a411-626a9dbe20d0,174,Veículo apresentou falha mecânica
1287a32b-9eaf-4a50-b551-a1dc91f58399,4,2026-05-05T21:01:37.381363700Z,2026-05-06T21:01:37.381363700Z,e350024a-f856-4f99-a6e5-54128286b8ed,175,Entrega realizada com sucesso
908f9b5c-bd7d-46b1-a33c-258cb66e05fe,0,2026-05-05T21:02:37.381363700Z,2026-05-06T21:02:37.381363700Z,593acb7d-4186-4d1c-8ed4-1defbcd82eea,176,Atraso na entrega
4f5e78bb-dad9-4ab0-b9a1-5af973fd18e9,1,2026-05-05T21:03:37.381363700Z,2026-05-06T21:03:37.381363700Z,2defd6a8-b62f-4f1b-9477-04b1a6c50514,177,Rota alterada
269f1601-5382-4b50-9517-903669cb69d3,2,2026-05-05T21:04:37.381363700Z,2026-05-06T21:04:37.381363700Z,1cf1319e-19ee-4edb-b16f-8b9c90348929,178,Parada não programada
befa9273-ef7c-450f-a7e3-810f8fabee67,3,2026-05-05T21:05:37.381363700Z,2026-05-06T21:05:37.381363700Z,9df3b6d3-dda9-4988-b2ae-c905ad164ca6,179,Documento fiscal emitido
2701af67-80f4-4ebc-9813-4f3a69c03a01,4,2026-05-05T21:06:37.381363700Z,2026-05-06T21:06:37.381363700Z,871684c6-d85b-4443-8407-224e4055587e,180,Carga danificada
13abd000-dbdd-4bdf-b9b1-6d4bc1f414ca,0,2026-05-05T21:07:37.381363700Z,2026-05-06T21:07:37.381363700Z,98631f5d-e973-436c-aa91-c93f064e36b7,181,Início de viagem
15ce1942-0275-44b3-a84e-5013ca5d11f0,1,2026-05-05T21:08:37.381363700Z,2026-05-06T21:08:37.381363700Z,6daefd30-f881-4661-a337-3e90c23a026d,182,Fim de viagem
c08340de-7e60-4d74-b903-f3e71519f9b7,2,2026-05-05T21:09:37.381363700Z,2026-05-06T21:09:37.381363700Z,d6d32035-42e4-49ee-8b12-4274004ac384,183,Cliente recusou produto
57843167-7c8e-413d-9638-c09313511f7f,3,2026-05-05T21:10:37.381363700Z,2026-05-06T21:10:37.381363700Z,3c340de4-d736-440b-bad6-120a3515e2ae,184,Veículo apresentou falha mecânica
4ebec02f-9ad3-4b67-86a0-49bb42814c1f,4,2026-05-05T21:11:37.381363700Z,2026-05-06T21:11:37.381363700Z,5aa8b25d-0ca1-4fe6-b021-5a42ee7b9c7f,185,Entrega realizada com sucesso
8b8edaf7-8f95-41f2-a2bb-36afc6773d91,0,2026-05-05T21:12:37.381363700Z,2026-05-06T21:12:37.381363700Z,ad03c4b8-5ef9-488c-8dda-5fd1a914ac63,186,Atraso na entrega
64ca5c08-31cd-4d3d-bbf6-7438f0665404,1,2026-05-05T21:13:37.381363700Z,2026-05-06T21:13:37.381363700Z,f703a068-0a4a-40aa-8636-ca3cd8396953,187,Rota alterada
66a6b810-f5df-4d7e-b2bc-a4f68176c0ea,2,2026-05-05T21:14:37.381363700Z,2026-05-06T21:14:37.381363700Z,d2860c91-3ceb-41a2-b6e9-a22943b58d84,188,Parada não programada
aa713399-bbcf-4379-951f-fd08a820aca6,3,2026-05-05T21:15:37.381363700Z,2026-05-06T21:15:37.381363700Z,e1bf98f0-b170-4da5-82db-b2ea0acde735,189,Documento fiscal emitido
ce197d99-8ab3-4c14-a351-59b267cf9e95,4,2026-05-05T21:16:37.381363700Z,2026-05-06T21:16:37.381363700Z,e27b4e10-5130-4aa6-9c7f-abe49a1149a8,190,Carga danificada
c57e3176-07f5-456b-a59d-e1e9c1760e1d,0,2026-05-05T21:17:37.381363700Z,2026-05-06T21:17:37.381363700Z,e90a00e0-7b56-4963-82dd-d059f0bb8195,191,Início de viagem
128b4d95-1468-4d3e-bb2d-14b4e08368f2,1,2026-05-05T21:18:37.381363700Z,2026-05-06T21:18:37.381363700Z,cffde64e-6c70-4f75-8261-5bba5985bc1f,192,Fim de viagem
612855ee-4295-43d3-a217-15b719bd4841,2,2026-05-05T21:19:37.381363700Z,2026-05-06T21:19:37.381363700Z,ef7caa6b-0f43-442c-a00e-7bf5cd7d6d9f,193,Cliente recusou produto
deaa2b84-bd31-49a3-a90b-cca78254f010,3,2026-05-05T21:20:37.381363700Z,2026-05-06T21:20:37.381363700Z,5e0ca724-3c20-4864-b349-953144427964,194,Veículo apresentou falha mecânica
27522f49-c16b-4b87-a180-a22971e97ce2,4,2026-05-05T21:21:37.381363700Z,2026-05-06T21:21:37.381363700Z,46e0ac50-4787-4a84-b957-3cba91970b1f,195,Entrega realizada com sucesso
aadb5576-71d0-4689-9810-f04a84c1bbe1,0,2026-05-05T21:22:37.381363700Z,2026-05-06T21:22:37.381363700Z,b6c9ff6b-3e7c-418a-8c8a-79ca0d6569a4,196,Atraso na entrega
d534dbd0-de53-4319-98bb-e70099bfaf38,1,2026-05-05T21:23:37.381363700Z,2026-05-06T21:23:37.381363700Z,37bfb824-cd07-4d59-8290-1dd46b561443,197,Rota alterada
782670b6-56a4-490f-ab77-d9210f44e26e,2,2026-05-05T21:24:37.381363700Z,2026-05-06T21:24:37.381363700Z,aa56c48a-7ef9-40f6-b13e-6e243d124928,198,Parada não programada
e92f188b-7124-47df-a71c-d0786cc55fe0,3,2026-05-05T21:25:37.381363700Z,2026-05-06T21:25:37.381363700Z,8428a1df-06b9-46a7-bbd2-0f70daee6b67,199,Documento fiscal emitido
ae8fd0bd-6ac0-4dd2-b91f-a4be1eead4d9,4,2026-05-05T21:26:37.381363700Z,2026-05-06T21:26:37.381363700Z,07c6180a-947c-4cba-a903-52787b9e3999,200,Carga danificada
b6acbc01-a827-4a99-85d4-6e9424bc854f,0,2026-05-05T21:27:37.381363700Z,2026-05-06T21:27:37.381363700Z,49369627-ba64-41e9-b588-23c6b79af944,201,Início de viagem
7c37482c-4c98-4abb-be90-e2be8d14f4ad,1,2026-05-05T21:28:37.381363700Z,2026-05-06T21:28:37.381363700Z,574a68f4-a998-4801-b9ad-f97e3780af54,202,Fim de viagem
5ceefc36-516e-4ee6-ba9f-94acaed3718b,2,2026-05-05T21:29:37.381363700Z,2026-05-06T21:29:37.381363700Z,7b8ba1dd-dde9-4aea-b32e-1dc1f1eb86d7,203,Cliente recusou produto
fcc60319-1271-4898-8c65-075b78ace6bd,3,2026-05-05T21:30:37.381363700Z,2026-05-06T21:30:37.381363700Z,7b48aac3-10aa-40dd-b7ef-c75c9399c1d5,204,Veículo apresentou falha mecânica
fa04272b-ded1-4605-9bec-152ba7dace8f,4,2026-05-05T21:31:37.381363700Z,2026-05-06T21:31:37.381363700Z,43d20d76-54e0-4be8-ae6d-f6df023d7d4b,205,Entrega realizada com sucesso
2796845e-d94a-4e04-abb8-73e1e4aab38e,0,2026-05-05T21:32:37.381363700Z,2026-05-06T21:32:37.381363700Z,330d1d86-60d2-4adf-8d5e-ccb513a444b9,206,Atraso na entrega
3b11a493-7cee-4380-b05b-0ca851772a5a,1,2026-05-05T21:33:37.381363700Z,2026-05-06T21:33:37.381363700Z,a462468e-c1dd-4485-9580-e50b7a4d80cd,207,Rota alterada
d5fa98a1-a498-42f2-9b37-855fff128ea1,2,2026-05-05T21:34:37.381363700Z,2026-05-06T21:34:37.381363700Z,c2224d7a-36f3-4dd1-aaad-50d6447ccb90,208,Parada não programada
67593e27-052f-4b9b-bac6-2bcca3749946,3,2026-05-05T21:35:37.381363700Z,2026-05-06T21:35:37.381363700Z,550d453f-be09-4426-b476-2453c6753a4a,209,Documento fiscal emitido
66380c57-b296-4314-855c-39eded2c4fe0,4,2026-05-05T21:36:37.381363700Z,2026-05-06T21:36:37.381363700Z,a653586c-5796-4a10-a4ab-f94d0b3049e4,210,Carga danificada
d1c6dd0b-9604-45f3-a0dd-76814de75a16,0,2026-05-05T21:37:37.381363700Z,2026-05-06T21:37:37.381363700Z,ba071d88-3c13-4b77-bc71-a3f7531f78e7,211,Início de viagem
2f10171d-cf88-4453-9f9e-9aed687d1bb3,1,2026-05-05T21:38:37.381363700Z,2026-05-06T21:38:37.381363700Z,ecfd34ac-2d8d-4e3b-9c8d-74188a40c8f1,212,Fim de viagem
609a84b8-8fee-4c01-a5e8-ed1fd78d32ae,2,2026-05-05T21:39:37.381363700Z,2026-05-06T21:39:37.381363700Z,85079117-20c6-43cd-99bc-d0972e0fb2a3,213,Cliente recusou produto
6b4e7e5c-873a-4bf1-babc-5da7f2746c60,3,2026-05-05T21:40:37.381363700Z,2026-05-06T21:40:37.381363700Z,0b3bb66f-717e-44fb-89f9-f0bdae2f2b2d,214,Veículo apresentou falha mecânica
2b3031e2-2f82-484f-bbf8-b5a917de6fef,4,2026-05-05T21:41:37.381363700Z,2026-05-06T21:41:37.381363700Z,c2e170eb-c0c5-4217-915f-b2e100f847ef,215,Entrega realizada com sucesso
aac5d9a1-5a32-4cef-9102-e44bf888957e,0,2026-05-05T21:42:37.381363700Z,2026-05-06T21:42:37.381363700Z,e73b3968-e4e7-43b4-8cc2-e59b047e3afd,216,Atraso na entrega
7ee4ec88-8864-4003-b660-8dc74b933ea3,1,2026-05-05T21:43:37.381363700Z,2026-05-06T21:43:37.381363700Z,6b24b41e-4e27-4026-aa55-35046cc0548c,217,Rota alterada
b7a0e7c1-7aaa-4f4c-90cd-977fc65d737b,2,2026-05-05T21:44:37.381363700Z,2026-05-06T21:44:37.381363700Z,062ad592-e95a-490a-b7f9-92fcf3d85141,218,Parada não programada
e073e6bf-f131-42de-9222-8bbc9169d4de,3,2026-05-05T21:45:37.381363700Z,2026-05-06T21:45:37.381363700Z,2d726ad5-86d2-4c37-ac24-46e687019983,219,Documento fiscal emitido
52b61021-612d-41d4-8024-0c02313ff6f0,4,2026-05-05T21:46:37.381363700Z,2026-05-06T21:46:37.381363700Z,dd38d6b2-58d2-472b-a088-4316b2ca7fe2,220,Carga danificada
94a922ac-dc2a-4911-92ef-1e0c6cf290f7,0,2026-05-05T21:47:37.381363700Z,2026-05-06T21:47:37.381363700Z,c738d1b9-6dfd-471b-8b1f-71482baed90b,221,Início de viagem
92b7f5f8-c9ee-4da4-9af3-eb671ed18e68,1,2026-05-05T21:48:37.381363700Z,2026-05-06T21:48:37.381363700Z,c3a612b5-ac98-4d5a-a5e6-f57993f730b6,222,Fim de viagem
0c09c5da-1f3c-4d67-96dc-7d5415e298b9,2,2026-05-05T21:49:37.381363700Z,2026-05-06T21:49:37.381363700Z,5c8b8720-1b5e-48bd-ac01-1fa9227530c6,223,Cliente recusou produto
7ab1ca28-017c-4e35-8ff5-01882763bb43,3,2026-05-05T21:50:37.381363700Z,2026-05-06T21:50:37.381363700Z,c3981d2f-d436-45aa-ad77-73890f278d8f,224,Veículo apresentou falha mecânica
eb73c597-27b5-4ef4-97ab-4a9fe88b0b95,4,2026-05-05T21:51:37.381363700Z,2026-05-06T21:51:37.381363700Z,f658e48e-36fc-4ed9-bce3-05c3256427ed,225,Entrega realizada com sucesso
97de908e-c238-4547-a9fc-5ffc36e2eba4,0,2026-05-05T21:52:37.381363700Z,2026-05-06T21:52:37.381363700Z,d71fe362-c7dd-4064-a28d-152cee972a4f,226,Atraso na entrega
f50e3b09-7432-49a0-a85b-e8288e8bea6d,1,2026-05-05T21:53:37.381363700Z,2026-05-06T21:53:37.381363700Z,01a60d31-d49e-4d71-a059-f2e33b65e57c,227,Rota alterada
77612ca6-0b63-4ea3-80c2-4262c9b78f59,2,2026-05-05T21:54:37.381363700Z,2026-05-06T21:54:37.381363700Z,bc4de168-09ec-4ca6-8f30-08c0e37ec1e8,228,Parada não programada
3cc2bc54-4f5e-4065-bf9e-6f3125f1a26d,3,2026-05-05T21:55:37.381363700Z,2026-05-06T21:55:37.381363700Z,f3664c86-5dcd-4e28-9a75-6049cbdf98a8,229,Documento fiscal emitido
f899331b-752b-4b46-8be4-a8319ce0f633,4,2026-05-05T21:56:37.381363700Z,2026-05-06T21:56:37.381363700Z,19a6d83a-46bc-4245-bc30-746df3d14d54,230,Carga danificada
fc45a91b-6035-4388-99c5-461e624feb0a,0,2026-05-05T21:57:37.381363700Z,2026-05-06T21:57:37.381363700Z,26c396b6-c8fa-446c-a16a-1a07bb99fc3f,231,Início de viagem
371efb57-c944-4c57-9930-ed632b28d4ed,1,2026-05-05T21:58:37.381363700Z,2026-05-06T21:58:37.381363700Z,0e15a63e-3b36-4e74-be6c-da9bc4df1756,232,Fim de viagem
f732331a-9eb2-42f7-b53b-cea730aa680e,2,2026-05-05T21:59:37.381363700Z,2026-05-06T21:59:37.381363700Z,689fbe9e-f1ed-4412-bd13-0f3567d4c142,233,Cliente recusou produto
a57e72c6-b568-4003-972b-4a7b52a63b64,3,2026-05-05T22:00:37.381363700Z,2026-05-06T22:00:37.381363700Z,bbb8e0e7-d180-499a-a38b-c46701f0812b,234,Veículo apresentou falha mecânica
5232b8e3-247b-4537-a07f-f57794ac7869,4,2026-05-05T22:01:37.381363700Z,2026-05-06T22:01:37.381363700Z,b22ca144-e18d-4ad2-a57e-01ffff2ec969,235,Entrega realizada com sucesso
70065039-5192-4a3d-ba4d-2dfcb29edec1,0,2026-05-05T22:02:37.381363700Z,2026-05-06T22:02:37.381363700Z,defd0eba-d3a5-457b-993d-e52828a2e10c,236,Atraso na entrega
b7c148dc-549a-4502-8724-c268acdc94dd,1,2026-05-05T22:03:37.381363700Z,2026-05-06T22:03:37.381363700Z,e52247ad-f8a7-44ba-9eda-0f2b14f81d3a,237,Rota alterada
8061eaef-d430-4333-9a87-b4cfe0f514ad,2,2026-05-05T22:04:37.381363700Z,2026-05-06T22:04:37.381363700Z,5abd784a-3ad9-43a4-b637-8f7c8b901b37,238,Parada não programada
26103111-5e36-4fb0-9892-42c143a88639,3,2026-05-05T22:05:37.381363700Z,2026-05-06T22:05:37.381363700Z,f6f37378-3e5f-45db-ab6f-777657c6a20d,239,Documento fiscal emitido
b9faddfa-f81b-4a9d-b4fc-0bf0a1a86f6f,4,2026-05-05T22:06:37.381363700Z,2026-05-06T22:06:37.381363700Z,7848023c-bef7-48b3-a747-ebc3b1fe6405,240,Carga danificada
3ae0763e-76e1-420d-93ad-f866ef5980ee,0,2026-05-05T22:07:37.381363700Z,2026-05-06T22:07:37.381363700Z,d5ad7b4a-ea61-42b5-971c-72455a9d58f5,241,Início de viagem
92c8007d-89b3-4334-b128-c66ee584f54f,1,2026-05-05T22:08:37.381363700Z,2026-05-06T22:08:37.381363700Z,2dacf945-2a0b-46ee-81ca-9bd1c11cbd0e,242,Fim de viagem
5d3af6f3-1b1c-4895-9278-25e22a2159b1,2,2026-05-05T22:09:37.381363700Z,2026-05-06T22:09:37.381363700Z,1b79eb8f-f27a-4196-834f-ec76c5bb2e3e,243,Cliente recusou produto
2bc4c6c8-b07b-4708-ba31-c25b8c3b5b53,3,2026-05-05T22:10:37.381363700Z,2026-05-06T22:10:37.381363700Z,399555da-e27b-4980-bfcb-eb6de90f6de1,244,Veículo apresentou falha mecânica
212e9d11-bf2b-4ca8-a347-bba5f8e6e06c,4,2026-05-05T22:11:37.381363700Z,2026-05-06T22:11:37.381363700Z,6babf253-3c6c-4980-85ab-2512473d3fcb,245,Entrega realizada com sucesso
e991bc06-f472-4704-89cf-ae3cf716eaef,0,2026-05-05T22:12:37.381363700Z,2026-05-06T22:12:37.381363700Z,edf1f061-6647-4e0c-8d66-66005ed82418,246,Atraso na entrega
c4c75229-e093-4261-b0ff-b4d467174f0e,1,2026-05-05T22:13:37.381363700Z,2026-05-06T22:13:37.381363700Z,adf2cc21-16e7-4301-9002-3fc82f01630c,247,Rota alterada
f332de66-7077-4ee2-ab73-698334a580b8,2,2026-05-05T22:14:37.381363700Z,2026-05-06T22:14:37.381363700Z,330a4d3c-a5e5-4204-ad73-8dea27929caf,248,Parada não programada
e00bee41-0206-43d8-8824-d15ac95bd47b,3,2026-05-05T22:15:37.381363700Z,2026-05-06T22:15:37.381363700Z,f2db9c43-e2ff-4b47-ae97-b78f93b2a710,249,Documento fiscal emitido
c57e74d7-aa72-44c3-b242-e08eb8030fd6,4,2026-05-05T22:16:37.381363700Z,2026-05-06T22:16:37.381363700Z,bfa222e2-e51b-4a62-a5f2-0bc1c6ad0776,250,Carga danificada
f4fd8c15-5a6b-43ed-ba0e-3b9b51ec92a3,0,2026-05-05T22:17:37.381363700Z,2026-05-06T22:17:37.381363700Z,6c316d05-2af9-4e85-b8b2-05c1f5026718,251,Início de viagem
91f9c814-97aa-4efb-8e1c-4f982b43af14,1,2026-05-05T22:18:37.381363700Z,2026-05-06T22:18:37.381363700Z,be0f4d9b-8b05-4350-98ee-2413301955c4,252,Fim de viagem
1d36b0b4-bf9d-4ea8-8748-0b5ad6ab43d0,2,2026-05-05T22:19:37.381363700Z,2026-05-06T22:19:37.381363700Z,cd2cc524-c709-413e-b5f3-38b24d9c08d8,253,Cliente recusou produto
69048053-9289-448e-86c3-78211cdf7a6c,3,2026-05-05T22:20:37.381363700Z,2026-05-06T22:20:37.381363700Z,cea4664b-ba45-4a8f-9bde-f9e4fa5b4ba6,254,Veículo apresentou falha mecânica
bb894082-d6fb-4b82-b47a-46819014f63a,4,2026-05-05T22:21:37.381363700Z,2026-05-06T22:21:37.381363700Z,fcd7ccd1-a73e-4a32-972d-bd7b025da11a,255,Entrega realizada com sucesso
4e154ea8-536c-47ce-be36-7da589d5e835,0,2026-05-05T22:22:37.381363700Z,2026-05-06T22:22:37.381363700Z,6d2ac10f-38ec-48de-8037-cecc901f9a19,256,Atraso na entrega
f16c3cae-9869-4131-afb5-362b8630fe86,1,2026-05-05T22:23:37.381363700Z,2026-05-06T22:23:37.381363700Z,e9dd2e3d-e63d-4847-bb47-a0dfe27bb809,257,Rota alterada
9d5bb7dd-3d0f-4941-9543-b74fcb85a628,2,2026-05-05T22:24:37.381363700Z,2026-05-06T22:24:37.381363700Z,9ff78ed1-594f-4240-a6f0-1d73cd53be7e,258,Parada não programada
5e9ebf6d-a962-4091-86c5-8fa9a23c354e,3,2026-05-05T22:25:37.381363700Z,2026-05-06T22:25:37.381363700Z,5ddc3a59-aa03-4c56-a35b-8332fca13e26,259,Documento fiscal emitido
7dde36f9-0eee-43f5-ba64-6ccbd8a2f073,4,2026-05-05T22:26:37.381363700Z,2026-05-06T22:26:37.381363700Z,273591f1-d142-4b26-86a5-01076a707345,260,Carga danificada
a5151b1d-ad1d-49f6-91bb-5ed50a200e6f,0,2026-05-05T22:27:37.381363700Z,2026-05-06T22:27:37.381363700Z,03685241-4b86-44d7-b27f-3d13b4a4112c,261,Início de viagem
cf62f7f7-c6fb-4ca6-beb3-865b0331baab,1,2026-05-05T22:28:37.381363700Z,2026-05-06T22:28:37.381363700Z,b6caef56-ef71-4082-b84e-96052fdf9af0,262,Fim de viagem
2a57a552-cc8f-487a-b2d6-3920906fd887,2,2026-05-05T22:29:37.381363700Z,2026-05-06T22:29:37.381363700Z,263165e2-f712-4efa-a5bc-bc407877b1ce,263,Cliente recusou produto
